"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
2251	1	10	-111.99	-111.99	2
2252	1	10	-111.99	-111.99	1
2253	1	10	-111.99	-111.99	1
2254	1	10	-111.99	-111.99	2
2255	1	10	-111.99	-111.99	2
2256	1	10	-111.99	-111.99	2
2257	1	10	-111.99	-111.99	3
2258	1	10	-111.99	-111.99	3
2259	1	10	-111.99	-111.99	1
2260	1	10	-111.99	-111.99	2
2261	1	10	-111.99	-111.99	2
2262	1	10	-111.99	-111.99	3
2263	1	10	-111.99	-111.99	1
2264	1	10	-111.99	-111.99	2
2265	1	10	-111.99	-111.99	3
2266	1	10	-111.99	-111.99	2
2267	1	10	-111.99	-111.99	2
2268	1	10	-111.99	-111.99	2
2269	1	10	-111.99	-111.99	1
2270	1	10	-111.99	-111.99	2
2271	1	10	-111.99	-111.99	2
2272	1	10	-111.99	-111.99	3
2273	1	10	-111.99	-111.99	1
2274	1	10	-111.99	-111.99	1
2275	1	10	-111.99	-111.99	3
2276	1	10	-111.99	-111.99	2
2277	1	10	-111.99	-111.99	2
2278	1	10	-111.99	-111.99	1
2279	1	10	-111.99	-111.99	2
2280	1	10	-111.99	-111.99	2
2281	1	10	-111.99	-111.99	3
2282	1	10	-111.99	-111.99	1
2283	1	10	-111.99	-111.99	1
2284	1	10	-111.99	-111.99	1
2285	1	10	-111.99	-111.99	3
2286	1	10	-111.99	-111.99	3
2287	1	10	-111.99	-111.99	1
2288	1	10	-111.99	-111.99	2
2289	1	10	-111.99	-111.99	2
2290	1	10	-111.99	-111.99	1
2291	1	10	-111.99	-111.99	2
2292	1	10	-111.99	-111.99	2
2293	1	10	-111.99	-111.99	2
2294	1	10	-111.99	-111.99	1
2295	1	10	-111.99	-111.99	2
2296	1	10	-111.99	-111.99	2
2297	1	10	-111.99	-111.99	2
2298	1	10	-111.99	-111.99	1
2299	1	10	-111.99	-111.99	1
2300	1	10	-111.99	-111.99	1
2301	1	10	-111.99	1e+21	2
2302	1	10	-111.99	-111.99	1
2303	1	10	-111.99	-111.99	3
2304	1	10	-111.99	-111.99	3
2305	1	10	-111.99	-111.99	2
2306	1	10	-111.99	-111.99	5
2307	1	10	-111.99	-111.99	3
2308	1	10	-111.99	-111.99	2
2309	1	10	-111.99	-111.99	1
2310	1	10	-111.99	-111.99	2
2311	1	10	-111.99	-111.99	2
2312	1	10	-111.99	-111.99	2
2313	1	10	-111.99	-111.99	2
2314	1	10	-111.99	-111.99	2
2315	1	10	-111.99	-111.99	1
2316	1	10	-111.99	-111.99	4
2317	1	10	-111.99	-111.99	1
2318	1	10	-111.99	-111.99	2
2319	1	10	-111.99	-111.99	2
2320	1	10	-111.99	-111.99	2
2321	1	10	-111.99	-111.99	3
2322	1	10	-111.99	-111.99	2
2323	1	10	-111.99	-111.99	1
2324	1	10	-111.99	-111.99	1
2325	1	10	-111.99	-111.99	1
2326	1	10	-111.99	-111.99	2
2327	1	10	-111.99	-111.99	2
2328	1	10	-111.99	-111.99	1
2329	1	10	-111.99	-111.99	1
2330	1	10	-111.99	-111.99	1
2331	1	10	-111.99	-111.99	2
2332	1	10	-111.99	-111.99	1
2333	1	10	-111.99	-111.99	5
2334	1	10	-111.99	-111.99	2
2335	1	10	-111.99	-111.99	1
2336	1	10	-111.99	-111.99	1
2337	1	10	-111.99	-111.99	2
2338	1	10	-111.99	-111.99	1
2339	1	10	-111.99	-111.99	3
2340	1	10	-111.99	-111.99	2
2341	1	10	-111.99	-111.99	2
2342	1	10	-111.99	-111.99	2
2343	1	10	-111.99	-111.99	2
2344	1	10	-111.99	-111.99	2
2345	1	10	-111.99	-111.99	1
2346	1	10	-111.99	-111.99	2
2347	1	10	-111.99	-111.99	1
2348	1	10	-111.99	-111.99	1
2349	1	10	-111.99	-111.99	1
2350	1	10	-111.99	-111.99	3
2351	1	10	-111.99	-111.99	2
2352	1	10	-111.99	1e+21	2
2353	1	10	-111.99	-111.99	1
2354	1	10	-111.99	-111.99	3
2355	1	10	-111.99	-111.99	2
2356	1	10	-111.99	-111.99	1
2357	1	10	-111.99	-111.99	2
2358	1	10	-111.99	-111.99	3
2359	1	10	-111.99	-111.99	2
2360	1	10	-111.99	-111.99	1
2361	1	10	-111.99	-111.99	1
2362	1	10	-111.99	-111.99	1
2363	1	10	-111.99	-111.99	4
2364	1	10	-111.99	-111.99	2
2365	1	10	-111.99	-111.99	2
2366	1	10	-111.99	-111.99	2
2367	1	10	-111.99	-111.99	1
2368	1	10	-111.99	-111.99	3
2369	1	10	-111.99	-111.99	2
2370	1	10	-111.99	-111.99	1
2371	1	10	-111.99	-111.99	2
2372	1	10	-111.99	-111.99	2
2373	1	10	-111.99	-111.99	2
2374	1	10	-111.99	-111.99	3
2375	1	10	-111.99	-111.99	2
2376	1	10	-111.99	-111.99	2
2377	1	10	-111.99	-111.99	1
2378	1	10	-111.99	-111.99	1
2379	1	10	-111.99	-111.99	2
2380	1	10	-111.99	-111.99	3
2381	1	10	-111.99	-111.99	2
2382	1	10	-111.99	-111.99	3
2383	1	10	-111.99	-111.99	2
2384	1	10	-111.99	-111.99	4
2385	1	10	-111.99	-111.99	2
2386	1	10	-111.99	-111.99	3
2387	1	10	-111.99	-111.99	3
2388	1	10	-111.99	-111.99	3
2389	1	10	-111.99	-111.99	2
2390	1	10	-111.99	-111.99	2
2391	1	10	-111.99	-111.99	2
2392	1	10	-111.99	-111.99	3
2393	1	10	-111.99	-111.99	4
2394	1	10	-111.99	-111.99	1
2395	1	10	-111.99	-111.99	2
2396	1	10	-111.99	-111.99	3
2397	1	10	-111.99	-111.99	2
2398	1	10	-111.99	-111.99	1
2399	1	10	-111.99	-111.99	3
2400	1	10	-111.99	-111.99	3
2401	1	10	-111.99	-111.99	6
2402	1	10	-111.99	-111.99	1
2403	1	10	-111.99	1e+21	1
2404	1	10	-111.99	-111.99	2
2405	1	10	-111.99	-111.99	2
2406	1	10	-111.99	-111.99	1
2407	1	10	-111.99	-111.99	3
2408	1	10	-111.99	-111.99	1
2409	1	10	-111.99	-111.99	1
2410	1	10	-111.99	-111.99	2
2411	1	10	-111.99	-111.99	4
2412	1	10	-111.99	-111.99	2
2413	1	10	-111.99	-111.99	2
2414	1	10	-111.99	-111.99	1
2415	1	10	-111.99	-111.99	2
2416	1	10	-111.99	-111.99	2
2417	1	10	-111.99	-111.99	2
2418	1	10	-111.99	-111.99	2
2419	1	10	-111.99	-111.99	3
2420	1	10	-111.99	-111.99	3
2421	1	10	-111.99	-111.99	2
2422	1	10	-111.99	-111.99	2
2423	1	10	-111.99	-111.99	2
2424	1	10	-111.99	-111.99	1
2425	1	10	-111.99	-111.99	3
2426	1	10	-111.99	-111.99	1
2427	1	10	-111.99	-111.99	2
2428	1	10	-111.99	-111.99	2
2429	1	10	-111.99	-111.99	2
2430	1	10	-111.99	-111.99	3
2431	1	10	-111.99	-111.99	3
2432	1	10	-111.99	-111.99	2
2433	1	10	-111.99	-111.99	2
2434	1	10	-111.99	-111.99	2
2435	1	10	-111.99	-111.99	2
2436	1	10	-111.99	-111.99	1
2437	1	10	-111.99	-111.99	1
2438	1	10	-111.99	-111.99	1
2439	1	10	-111.99	-111.99	3
2440	1	10	-111.99	-111.99	1
2441	1	10	-111.99	-111.99	2
2442	1	10	-111.99	-111.99	3
2443	1	10	-111.99	-111.99	1
2444	1	10	-111.99	-111.99	1
2445	1	10	-111.99	-111.99	2
2446	1	10	-111.99	-111.99	2
2447	1	10	-111.99	-111.99	1
2448	1	10	-111.99	-111.99	1
2449	1	10	-111.99	-111.99	2
2450	1	10	-111.99	-111.99	1
2451	1	10	-111.99	-111.99	1
2452	1	10	-111.99	-111.99	1
2453	1	10	-111.99	-111.99	1
2454	1	10	-111.99	1e+21	2
2455	1	10	-111.99	-111.99	2
2456	1	10	-111.99	-111.99	2
2457	1	10	-111.99	-111.99	3
2458	1	10	-111.99	-111.99	2
2459	1	10	-111.99	-111.99	2
2460	1	10	-111.99	-111.99	1
2461	1	10	-111.99	-111.99	2
2462	1	10	-111.99	-111.99	2
2463	1	10	-111.99	-111.99	1
2464	1	10	-111.99	-111.99	4
2465	1	10	-111.99	-111.99	1
2466	1	10	-111.99	-111.99	2
2467	1	10	-111.99	-111.99	2
2468	1	10	-111.99	-111.99	2
2469	1	10	-111.99	-111.99	2
2470	1	10	-111.99	-111.99	2
2471	1	10	-111.99	-111.99	2
2472	1	10	-111.99	-111.99	1
2473	1	10	-111.99	-111.99	1
2474	1	10	-111.99	-111.99	2
2475	1	10	-111.99	-111.99	2
2476	1	10	-111.99	-111.99	2
2477	1	10	-111.99	-111.99	2
2478	1	10	-111.99	-111.99	1
2479	1	10	-111.99	-111.99	1
2480	1	10	-111.99	-111.99	1
2481	1	10	-111.99	-111.99	2
2482	1	10	-111.99	-111.99	1
2483	1	10	-111.99	-111.99	2
2484	1	10	-111.99	-111.99	3
2485	1	10	-111.99	-111.99	3
2486	1	10	-111.99	-111.99	2
2487	1	10	-111.99	-111.99	3
2488	1	10	-111.99	-111.99	4
2489	1	10	-111.99	-111.99	1
2490	1	10	-111.99	-111.99	3
2491	1	10	-111.99	-111.99	2
2492	1	10	-111.99	-111.99	2
2493	1	10	-111.99	-111.99	1
2494	1	10	-111.99	-111.99	1
2495	1	10	-111.99	-111.99	4
2496	1	10	-111.99	-111.99	2
2497	1	10	-111.99	-111.99	2
2498	1	10	-111.99	-111.99	1
2499	1	10	-111.99	-111.99	2
2500	1	10	-111.99	-111.99	2
2501	1	10	-111.99	-111.99	2
2502	1	10	-111.99	-111.99	3
2503	1	10	-111.99	-111.99	3
2504	1	10	-111.99	-111.99	2
2505	1	10	-111.99	1e+21	2
2506	1	10	-111.99	-111.99	3
2507	1	10	-111.99	-111.99	1
2508	1	10	-111.99	-111.99	2
2509	1	10	-111.99	-111.99	1
2510	1	10	-111.99	-111.99	3
2511	1	10	-111.99	-111.99	2
2512	1	10	-111.99	-111.99	2
2513	1	10	-111.99	-111.99	2
2514	1	10	-111.99	-111.99	2
2515	1	10	-111.99	-111.99	1
2516	1	10	-111.99	-111.99	2
2517	1	10	-111.99	-111.99	2
2518	1	10	-111.99	-111.99	2
2519	1	10	-111.99	-111.99	2
2520	1	10	-111.99	-111.99	2
2521	1	10	-111.99	-111.99	1
2522	1	10	-111.99	-111.99	2
2523	1	10	-111.99	-111.99	1
2524	1	10	-111.99	-111.99	2
2525	1	10	-111.99	-111.99	1
2526	1	10	-111.99	-111.99	2
2527	1	10	-111.99	-111.99	1
2528	1	10	-111.99	-111.99	1
2529	1	10	-111.99	-111.99	3
2530	1	10	-111.99	-111.99	3
2531	1	10	-111.99	-111.99	5
2532	1	10	-111.99	-111.99	3
2533	1	10	-111.99	-111.99	2
2534	1	10	-111.99	-111.99	2
2535	1	10	-111.99	-111.99	2
2536	1	10	-111.99	-111.99	2
2537	1	10	-111.99	-111.99	2
2538	1	10	-111.99	-111.99	2
2539	1	10	-111.99	-111.99	1
2540	1	10	-111.99	-111.99	2
2541	1	10	-111.99	-111.99	5
2542	1	10	-111.99	-111.99	2
2543	1	10	-111.99	-111.99	3
2544	1	10	-111.99	-111.99	1
2545	1	10	-111.99	-111.99	2
2546	1	10	-111.99	-111.99	2
2547	1	10	-111.99	-111.99	4
2548	1	10	-111.99	-111.99	1
2549	1	10	-111.99	-111.99	2
2550	1	10	-111.99	-111.99	2
2551	1	10	-111.99	-111.99	2
2552	1	10	-111.99	-111.99	2
2553	1	10	-111.99	-111.99	2
2554	1	10	-111.99	-111.99	2
2555	1	10	-111.99	-111.99	3
2556	1	10	-111.99	1e+21	1
2557	1	10	-111.99	-111.99	2
2558	1	10	-111.99	-111.99	3
2559	1	10	-111.99	-111.99	1
2560	1	10	-111.99	-111.99	2
2561	1	10	-111.99	-111.99	1
2562	1	10	-111.99	-111.99	1
2563	1	10	-111.99	-111.99	1
2564	1	10	-111.99	-111.99	1
2565	1	10	-111.99	-111.99	2
2566	1	10	-111.99	-111.99	1
2567	1	10	-111.99	-111.99	2
2568	1	10	-111.99	-111.99	1
2569	1	10	-111.99	-111.99	3
2570	1	10	-111.99	-111.99	3
2571	1	10	-111.99	-111.99	2
2572	1	10	-111.99	-111.99	2
2573	1	10	-111.99	-111.99	1
2574	1	10	-111.99	-111.99	1
2575	1	10	-111.99	-111.99	2
2576	1	10	-111.99	-111.99	2
2577	1	10	-111.99	-111.99	2
2578	1	10	-111.99	-111.99	4
2579	1	10	-111.99	-111.99	3
2580	1	10	-111.99	-111.99	2
2581	1	10	-111.99	-111.99	3
2582	1	10	-111.99	-111.99	2
2583	1	10	-111.99	-111.99	2
2584	1	10	-111.99	-111.99	1
2585	1	10	-111.99	-111.99	3
2586	1	10	-111.99	-111.99	3
2587	1	10	-111.99	-111.99	1
2588	1	10	-111.99	-111.99	1
2589	1	10	-111.99	-111.99	1
2590	1	10	-111.99	-111.99	1
2591	1	10	-111.99	-111.99	2
2592	1	10	-111.99	-111.99	2
2593	1	10	-111.99	-111.99	2
2594	1	10	-111.99	-111.99	1
2595	1	10	-111.99	-111.99	2
2596	1	10	-111.99	-111.99	2
2597	1	10	-111.99	-111.99	1
2598	1	10	-111.99	-111.99	2
2599	1	10	-111.99	-111.99	2
2600	1	10	-111.99	-111.99	1
2601	1	10	-111.99	-111.99	3
2602	1	10	-111.99	-111.99	3
2603	1	10	-111.99	-111.99	2
2604	1	10	-111.99	-111.99	1
2605	1	10	-111.99	-111.99	2
2606	1	10	-111.99	-111.99	2
2607	1	10	-111.99	1e+21	2
2608	1	10	-111.99	-111.99	2
2609	1	10	-111.99	-111.99	2
2610	1	10	-111.99	-111.99	3
2611	1	10	-111.99	-111.99	2
2612	1	10	-111.99	-111.99	2
2613	1	10	-111.99	-111.99	3
2614	1	10	-111.99	-111.99	2
2615	1	10	-111.99	-111.99	2
2616	1	10	-111.99	-111.99	1
2617	1	10	-111.99	-111.99	2
2618	1	10	-111.99	-111.99	2
2619	1	10	-111.99	-111.99	1
2620	1	10	-111.99	-111.99	1
2621	1	10	-111.99	-111.99	2
2622	1	10	-111.99	-111.99	3
2623	1	10	-111.99	-111.99	2
2624	1	10	-111.99	-111.99	1
2625	1	10	-111.99	-111.99	3
2626	1	10	-111.99	-111.99	3
2627	1	10	-111.99	-111.99	3
2628	1	10	-111.99	-111.99	1
2629	1	10	-111.99	-111.99	2
2630	1	10	-111.99	-111.99	1
2631	1	10	-111.99	-111.99	2
2632	1	10	-111.99	-111.99	1
2633	1	10	-111.99	-111.99	1
2634	1	10	-111.99	-111.99	3
2635	1	10	-111.99	-111.99	2
2636	1	10	-111.99	-111.99	2
2637	1	10	-111.99	-111.99	1
2638	1	10	-111.99	-111.99	4
2639	1	10	-111.99	-111.99	2
2640	1	10	-111.99	-111.99	3
2641	1	10	-111.99	-111.99	3
2642	1	10	-111.99	-111.99	2
2643	1	10	-111.99	-111.99	1
2644	1	10	-111.99	-111.99	2
2645	1	10	-111.99	-111.99	1
2646	1	10	-111.99	-111.99	1
2647	1	10	-111.99	-111.99	1
2648	1	10	-111.99	-111.99	3
2649	1	10	-111.99	-111.99	2
2650	1	10	-111.99	-111.99	4
2651	1	10	-111.99	-111.99	2
2652	1	10	-111.99	-111.99	2
2653	1	10	-111.99	-111.99	2
2654	1	10	-111.99	-111.99	1
2655	1	10	-111.99	-111.99	1
2656	1	10	-111.99	-111.99	3
2657	1	10	-111.99	-111.99	4
2658	1	10	-111.99	1e+21	1
2659	1	10	-111.99	-111.99	2
2660	1	10	-111.99	-111.99	1
2661	1	10	-111.99	-111.99	3
2662	1	10	-111.99	-111.99	2
2663	1	10	-111.99	-111.99	2
2664	1	10	-111.99	-111.99	1
2665	1	10	-111.99	-111.99	1
2666	1	10	-111.99	-111.99	2
2667	1	10	-111.99	-111.99	1
2668	1	10	-111.99	-111.99	2
2669	1	10	-111.99	-111.99	1
2670	1	10	-111.99	-111.99	2
2671	1	10	-111.99	-111.99	2
2672	1	10	-111.99	-111.99	1
2673	1	10	-111.99	-111.99	2
2674	1	10	-111.99	-111.99	3
2675	1	10	-111.99	-111.99	2
2676	1	10	-111.99	-111.99	1
2677	1	10	-111.99	-111.99	3
2678	1	10	-111.99	-111.99	2
2679	1	10	-111.99	-111.99	1
2680	1	10	-111.99	-111.99	2
2681	1	10	-111.99	-111.99	2
2682	1	10	-111.99	-111.99	2
2683	1	10	-111.99	-111.99	2
2684	1	10	-111.99	-111.99	1
2685	1	10	-111.99	-111.99	2
2686	1	10	-111.99	-111.99	1
2687	1	10	-111.99	-111.99	2
2688	1	10	-111.99	-111.99	2
2689	1	10	-111.99	-111.99	3
2690	1	10	-111.99	-111.99	2
2691	1	10	-111.99	-111.99	2
2692	1	10	-111.99	-111.99	3
2693	1	10	-111.99	-111.99	2
2694	1	10	-111.99	-111.99	2
2695	1	10	-111.99	-111.99	2
2696	1	10	-111.99	-111.99	3
2697	1	10	-111.99	-111.99	3
2698	1	10	-111.99	-111.99	1
2699	1	10	-111.99	-111.99	2
2700	1	10	-111.99	-111.99	2
2701	1	10	-111.99	-111.99	1
2702	1	10	-111.99	-111.99	2
2703	1	10	-111.99	-111.99	1
2704	1	10	-111.99	-111.99	3
2705	1	10	-111.99	-111.99	3
2706	1	10	-111.99	-111.99	2
2707	1	10	-111.99	-111.99	3
2708	1	10	-111.99	-111.99	2
2709	1	10	-111.99	1e+21	2
2710	1	10	-111.99	-111.99	2
2711	1	10	-111.99	-111.99	2
2712	1	10	-111.99	-111.99	1
2713	1	10	-111.99	-111.99	4
2714	1	10	-111.99	-111.99	2
2715	1	10	-111.99	-111.99	2
2716	1	10	-111.99	-111.99	2
2717	1	10	-111.99	-111.99	1
2718	1	10	-111.99	-111.99	1
2719	1	10	-111.99	-111.99	4
2720	1	10	-111.99	-111.99	2
2721	1	10	-111.99	-111.99	2
2722	1	10	-111.99	-111.99	3
2723	1	10	-111.99	-111.99	2
2724	1	10	-111.99	-111.99	2
2725	1	10	-111.99	-111.99	1
2726	1	10	-111.99	-111.99	3
2727	1	10	-111.99	-111.99	3
2728	1	10	-111.99	-111.99	1
2729	1	10	-111.99	-111.99	2
2730	1	10	-111.99	-111.99	1
2731	1	10	-111.99	-111.99	2
2732	1	10	-111.99	-111.99	2
2733	1	10	-111.99	-111.99	3
2734	1	10	-111.99	-111.99	3
2735	1	10	-111.99	-111.99	2
2736	1	10	-111.99	-111.99	1
2737	1	10	-111.99	-111.99	2
2738	1	10	-111.99	-111.99	1
2739	1	10	-111.99	-111.99	3
2740	1	10	-111.99	-111.99	2
2741	1	10	-111.99	-111.99	2
2742	1	10	-111.99	-111.99	1
2743	1	10	-111.99	-111.99	2
2744	1	10	-111.99	-111.99	2
2745	1	10	-111.99	-111.99	3
2746	1	10	-111.99	-111.99	2
2747	1	10	-111.99	-111.99	3
2748	1	10	-111.99	-111.99	2
2749	1	10	-111.99	-111.99	2
2750	1	10	-111.99	-111.99	2
2751	1	10	-111.99	-111.99	3
2752	1	10	-111.99	-111.99	4
2753	1	10	-111.99	-111.99	2
2754	1	10	-111.99	-111.99	1
2755	1	10	-111.99	-111.99	2
2756	1	10	-111.99	-111.99	3
2757	1	10	-111.99	-111.99	2
2758	1	10	-111.99	-111.99	1
2759	1	10	-111.99	-111.99	2
2760	1	10	-111.99	1e+21	2
2761	1	10	-111.99	-111.99	3
2762	1	10	-111.99	-111.99	4
2763	1	10	-111.99	-111.99	1
2764	1	10	-111.99	-111.99	3
2765	1	10	-111.99	-111.99	2
2766	1	10	-111.99	-111.99	1
2767	1	10	-111.99	-111.99	2
2768	1	10	-111.99	-111.99	3
2769	1	10	-111.99	-111.99	4
2770	1	10	-111.99	-111.99	2
2771	1	10	-111.99	-111.99	1
2772	1	10	-111.99	-111.99	2
2773	1	10	-111.99	-111.99	2
2774	1	10	-111.99	-111.99	2
2775	1	10	-111.99	-111.99	3
2776	1	10	-111.99	-111.99	2
2777	1	10	-111.99	-111.99	2
2778	1	10	-111.99	-111.99	1
2779	1	10	-111.99	-111.99	1
2780	1	10	-111.99	-111.99	1
2781	1	10	-111.99	-111.99	1
2782	1	10	-111.99	-111.99	3
2783	1	10	-111.99	-111.99	2
2784	1	10	-111.99	-111.99	3
2785	1	10	-111.99	-111.99	2
2786	1	10	-111.99	-111.99	1
2787	1	10	-111.99	-111.99	3
2788	1	10	-111.99	-111.99	2
2789	1	10	-111.99	-111.99	3
2790	1	10	-111.99	-111.99	3
2791	1	10	-111.99	-111.99	2
2792	1	10	-111.99	-111.99	1
2793	1	10	-111.99	-111.99	1
2794	1	10	-111.99	-111.99	1
2795	1	10	-111.99	-111.99	2
2796	1	10	-111.99	-111.99	1
2797	1	10	-111.99	-111.99	3
2798	1	10	-111.99	-111.99	2
2799	1	10	-111.99	-111.99	3
2800	1	10	-111.99	-111.99	2
2801	1	10	-111.99	-111.99	1
2802	1	10	-111.99	-111.99	3
2803	1	10	-111.99	-111.99	1
2804	1	10	-111.99	-111.99	2
2805	1	10	-111.99	-111.99	2
2806	1	10	-111.99	-111.99	3
2807	1	10	-111.99	-111.99	2
2808	1	10	-111.99	-111.99	2
2809	1	10	-111.99	-111.99	2
2810	1	10	-111.99	-111.99	4
2811	1	10	-111.99	1e+21	2
2812	1	10	-111.99	-111.99	2
2813	1	10	-111.99	-111.99	2
2814	1	10	-111.99	-111.99	2
2815	1	10	-111.99	-111.99	2
2816	1	10	-111.99	-111.99	1
2817	1	10	-111.99	-111.99	3
2818	1	10	-111.99	-111.99	2
2819	1	10	-111.99	-111.99	1
2820	1	10	-111.99	-111.99	3
2821	1	10	-111.99	-111.99	2
2822	1	10	-111.99	-111.99	1
2823	1	10	-111.99	-111.99	2
2824	1	10	-111.99	-111.99	3
2825	1	10	-111.99	-111.99	2
2826	1	10	-111.99	-111.99	4
2827	1	10	-111.99	-111.99	1
2828	1	10	-111.99	-111.99	2
2829	1	10	-111.99	-111.99	3
2830	1	10	-111.99	-111.99	3
2831	1	10	-111.99	-111.99	4
2832	1	10	-111.99	-111.99	1
2833	1	10	-111.99	-111.99	2
2834	1	10	-111.99	-111.99	2
2835	1	10	-111.99	-111.99	2
2836	1	10	-111.99	-111.99	1
2837	1	10	-111.99	-111.99	2
2838	1	10	-111.99	-111.99	3
2839	1	10	-111.99	-111.99	2
2840	1	10	-111.99	-111.99	2
2841	1	10	-111.99	-111.99	2
2842	1	10	-111.99	-111.99	2
2843	1	10	-111.99	-111.99	1
2844	1	10	-111.99	-111.99	2
2845	1	10	-111.99	-111.99	2
2846	1	10	-111.99	-111.99	2
2847	1	10	-111.99	-111.99	2
2848	1	10	-111.99	-111.99	1
2849	1	10	-111.99	-111.99	2
2850	1	10	-111.99	-111.99	1
2851	1	10	-111.99	-111.99	1
2852	1	10	-111.99	-111.99	1
2853	1	10	-111.99	-111.99	2
2854	1	10	-111.99	-111.99	1
2855	1	10	-111.99	-111.99	4
2856	1	10	-111.99	-111.99	2
2857	1	10	-111.99	-111.99	2
2858	1	10	-111.99	-111.99	3
2859	1	10	-111.99	-111.99	1
2860	1	10	-111.99	-111.99	1
2861	1	10	-111.99	-111.99	2
2862	1	10	-111.99	1e+21	2
2863	1	10	-111.99	-111.99	2
2864	1	10	-111.99	-111.99	2
2865	1	10	-111.99	-111.99	3
2866	1	10	-111.99	-111.99	1
2867	1	10	-111.99	-111.99	2
2868	1	10	-111.99	-111.99	1
2869	1	10	-111.99	-111.99	2
2870	1	10	-111.99	-111.99	2
2871	1	10	-111.99	-111.99	2
2872	1	10	-111.99	-111.99	3
2873	1	10	-111.99	-111.99	3
2874	1	10	-111.99	-111.99	2
2875	1	10	-111.99	-111.99	2
2876	1	10	-111.99	-111.99	2
2877	1	10	-111.99	-111.99	1
2878	1	10	-111.99	-111.99	1
2879	1	10	-111.99	-111.99	2
2880	1	10	-111.99	-111.99	3
2881	1	10	-111.99	-111.99	1
2882	1	10	-111.99	-111.99	2
2883	1	10	-111.99	-111.99	2
2884	1	10	-111.99	-111.99	1
2885	1	10	-111.99	-111.99	1
2886	1	10	-111.99	-111.99	1
2887	1	10	-111.99	-111.99	2
2888	1	10	-111.99	-111.99	2
2889	1	10	-111.99	-111.99	3
2890	1	10	-111.99	-111.99	3
2891	1	10	-111.99	-111.99	1
2892	1	10	-111.99	-111.99	2
2893	1	10	-111.99	-111.99	2
2894	1	10	-111.99	-111.99	1
2895	1	10	-111.99	-111.99	2
2896	1	10	-111.99	-111.99	2
2897	1	10	-111.99	-111.99	2
2898	1	10	-111.99	-111.99	2
2899	1	10	-111.99	-111.99	3
2900	1	10	-111.99	-111.99	1
2901	1	10	-111.99	-111.99	3
2902	1	10	-111.99	-111.99	4
2903	1	10	-111.99	-111.99	2
2904	1	10	-111.99	-111.99	1
2905	1	10	-111.99	-111.99	2
2906	1	10	-111.99	-111.99	2
2907	1	10	-111.99	-111.99	2
2908	1	10	-111.99	-111.99	4
2909	1	10	-111.99	-111.99	2
2910	1	10	-111.99	-111.99	2
2911	1	10	-111.99	-111.99	2
2912	1	10	-111.99	-111.99	1
2913	1	10	-111.99	1e+21	1
2914	1	10	-111.99	-111.99	2
2915	1	10	-111.99	-111.99	2
2916	1	10	-111.99	-111.99	2
2917	1	10	-111.99	-111.99	3
2918	1	10	-111.99	-111.99	2
2919	1	10	-111.99	-111.99	1
2920	1	10	-111.99	-111.99	2
2921	1	10	-111.99	-111.99	1
2922	1	10	-111.99	-111.99	2
2923	1	10	-111.99	-111.99	1
2924	1	10	-111.99	-111.99	2
2925	1	10	-111.99	-111.99	2
2926	1	10	-111.99	-111.99	2
2927	1	10	-111.99	-111.99	1
2928	1	10	-111.99	-111.99	2
2929	1	10	-111.99	-111.99	2
2930	1	10	-111.99	-111.99	2
2931	1	10	-111.99	-111.99	1
2932	1	10	-111.99	-111.99	3
2933	1	10	-111.99	-111.99	2
2934	1	10	-111.99	-111.99	1
2935	1	10	-111.99	-111.99	1
2936	1	10	-111.99	-111.99	1
2937	1	10	-111.99	-111.99	1
2938	1	10	-111.99	-111.99	2
2939	1	10	-111.99	-111.99	2
2940	1	10	-111.99	-111.99	1
2941	1	10	-111.99	-111.99	3
2942	1	10	-111.99	-111.99	2
2943	1	10	-111.99	-111.99	2
2944	1	10	-111.99	-111.99	2
2945	1	10	-111.99	-111.99	3
2946	1	10	-111.99	-111.99	3
2947	1	10	-111.99	-111.99	1
2948	1	10	-111.99	-111.99	1
2949	1	10	-111.99	-111.99	3
2950	1	10	-111.99	-111.99	1
2951	1	10	-111.99	-111.99	2
2952	1	10	-111.99	-111.99	1
2953	1	10	-111.99	-111.99	1
2954	1	10	-111.99	-111.99	1
2955	1	10	-111.99	-111.99	2
2956	1	10	-111.99	-111.99	1
2957	1	10	-111.99	-111.99	2
2958	1	10	-111.99	-111.99	4
2959	1	10	-111.99	-111.99	3
2960	1	10	-111.99	-111.99	2
2961	1	10	-111.99	-111.99	1
2962	1	10	-111.99	-111.99	2
2963	1	10	-111.99	-111.99	2
2964	1	10	-111.99	1e+21	2
2965	1	10	-111.99	-111.99	2
2966	1	10	-111.99	-111.99	2
2967	1	10	-111.99	-111.99	2
2968	1	10	-111.99	-111.99	2
2969	1	10	-111.99	-111.99	2
2970	1	10	-111.99	-111.99	3
2971	1	10	-111.99	-111.99	2
2972	1	10	-111.99	-111.99	2
2973	1	10	-111.99	-111.99	1
2974	1	10	-111.99	-111.99	3
2975	1	10	-111.99	-111.99	2
2976	1	10	-111.99	-111.99	4
2977	1	10	-111.99	-111.99	2
2978	1	10	-111.99	-111.99	3
2979	1	10	-111.99	-111.99	2
2980	1	10	-111.99	-111.99	3
2981	1	10	-111.99	-111.99	1
2982	1	10	-111.99	-111.99	2
2983	1	10	-111.99	-111.99	3
2984	1	10	-111.99	-111.99	2
