"","","","","","","","","","","","","","","","",""
2.77451696572855,2.89042101880091,3.22556771343947,3.83257277484618,3.84179729887436,3.4379090355395,2.11058971029925,2.8208579894397,2.52374646681156,2.00432137378264,2.00432137378264,2.00432137378264,3.76102525171137,2.71264970162721,2.97266559226611,3.72525806635996,2.00432137378264
2.00432137378264,2.06069784035361,2.79934054945358,2.00432137378264,2.00432137378264,2.00432137378264,2.12710479836481,3.01494034979294,3.55181582235102,2.30749603791321,2.00432137378264,2.00432137378264,3.56229286445647,2.91698004732038,2.92890769024395,3.63618689519872,2.24303804868629
2.00432137378264,2.42488163663107,2.90848501887865,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.65127801399814,3.15896526038341,2.45788189673399,2.57518784492766,2.00432137378264,2.34044411484012,3.26434550705009,2.9670797341445,3.85467033189534,2.17609125905568
2.00432137378264,2.00432137378264,2.72015930340596,2.92064500140679,2.97034687623009,2.43775056282039,2.00432137378264,2.40312052117582,2.26717172840301,2.15228834438306,2.00432137378264,2.00432137378264,3.52374646681156,2.94645226501307,2.59217675739587,3.07151380509509,2.25527250510331
2.00432137378264,2.10380372095596,2.56937390961505,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.01786771896351,2.68033551341456,2.19312459835446,2.00432137378264,2.00432137378264,3.43088094645289,3.11727129565576,2.78958071216443,3.53504081325116,2.00432137378264
2.00432137378264,2.65224634100332,3.45071087814692,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.23502315949522,2.57978359661681,2.25767857486918,2.31386722036915,2.00432137378264,3.91110431780404,2.91275330367132,2.91803033678488,3.83701994854091,2.36735592102602
2.00432137378264,2.00432137378264,2.60745502321467,2.00432137378264,2.00432137378264,2.00432137378264,2.10380372095596,2.78175537465247,2.00432137378264,2.14612803567824,2.00432137378264,2.00432137378264,3.44808766669234,2.58433122436753,2.00432137378264,3.96274805335864,2.19589965240923
2.00432137378264,2.00432137378264,2.18752072083646,4.20414712521285,4.12648857070037,4.00311571709981,2.00432137378264,2.48429983934679,2.00432137378264,2.09691001300806,2.00432137378264,2.00432137378264,3.7322328802205,2.91698004732038,2.0899051114394,3.68457608738846,2.13987908640124
2.00432137378264,2.00432137378264,2.77451696572855,4.20414712521285,4.20414712521285,3.76982025776359,2.00432137378264,2.59988307207369,2.00432137378264,2.03742649794062,2.62940959910272,2.00432137378264,2.94001815500766,2.86451108105839,2.00432137378264,3.48939592172713,2.00432137378264
2.00432137378264,2.17026171539496,2.81954393554187,2.00432137378264,2.00432137378264,2.00432137378264,2.25042000230889,2.80821097292422,2.00432137378264,2.01283722470517,2.00432137378264,2.00432137378264,3.77495468908014,2.95424250943932,2.34830486304816,3.76462439785098,2.00432137378264
2.00432137378264,2.28330122870355,2.87737134586977,3.69539410829111,3.42602301568988,3.63326641115542,2.00432137378264,2.47129171105894,2.13353890837022,2.3096301674259,2.00432137378264,2.00432137378264,3.70509361054787,3.06892761168207,2.84571801796666,3.27253777737524,2.00432137378264
2.00432137378264,2.00432137378264,2.6954816764902,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.05037975626146,2.29446622616159,2.11058971029925,2.00432137378264,2.00432137378264,3.91487181754005,2.90633504180509,2.63748972951251,3.51401618040065,2.00432137378264
2.00432137378264,2.00432137378264,2.70243053644553,3.90058558664996,3.60260252042026,3.41246054742996,2.13987908640124,2.32221929473392,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.62169546232928,3.10957854690439,2.00432137378264,3.45909078960059,2.19033169817029
2.00432137378264,2.12385164096709,2.81157500587059,3.02775720469055,2.69810054562339,3.3096301674259,2.41995574848976,2.01283722470517,2.63346845557959,2.50105926221775,3.03100428136354,2.00432137378264,2.00432137378264,3.21537315278342,3.34733001531695,2.90036712865647,2.48287358360875
2.00432137378264,2.00432137378264,2.30749603791321,2.64640372622307,2.00432137378264,2.00432137378264,3.19534605834842,2.37657695705651,3.34340859380386,2.74507479158206,3.84279639517558,3.81756536955978,2.6159500516564,3.40585839931764,3.52491514753987,3.11826472608948,4.03257847192431
2.00432137378264,2.13353890837022,2.62736585659273,2.00432137378264,2.00432137378264,2.00432137378264,3.98231646969207,2.37839790094814,2.54900326202579,3.05346260492546,4.1630420469142,3.8676442339031,2.53655844257153,3.58194965837332,3.79372055681352,2.68663626926229,3.34966598409663
2.00432137378264,2.00432137378264,2.47129171105894,3.95631253084119,3.585799009013,3.45606222445495,2.95182303531591,2.00432137378264,4.04945061813155,3.12678057701201,3.85967857662845,3.68430664607163,2.43616264704076,3.46893780566546,3.19005141775921,2.61172330800734,3.03542973818455
2.00432137378264,2.09342168516224,2.72672720902657,3.7160033436348,3.2718416065365,3.13545069934551,2.54157924394658,2.79865064544527,2.32221929473392,2.88930170250631,4.09131515969722,2.15228834438306,2.48713837547719,3.40414924920969,3.5182506513085,3.02036128264771,2.57518784492766
3.30189771719521,3.23954972084047,3.60162547955394,3.09898963940118,2.00432137378264,2.47856649559384,3.00603795499732,2.00432137378264,3.90703495248342,2.64738297011462,3.56288738129388,3.30124708863621,2.00432137378264,3.13798673272353,3.54195347445824,2.52633927738984,3.62603224782902
2.00432137378264,2.26245108973043,2.57863920996807,2.70329137811866,2.00432137378264,2.06069784035361,2.86272752831797,2.31597034545692,3.84267163376079,3.16166741243774,3.18695633546541,3.68403703748652,2.85247999363686,3.3807537708039,3.46952747918701,3.05192391604611,3.24303804868629
2.00432137378264,2.00432137378264,2.57170883180869,3.33685982091681,3.24378191609379,2.9566485792052,2.931457870689,2.00432137378264,4.19843713532556,2.89320675305985,3.17084820364331,2.00432137378264,2.81624129999178,3.33000770087276,3.02160271602824,2.94497590841205,2.33645973384853
2.33645973384853,2.35793484700045,2.85913829729453,2.76417613239033,2.11727129565576,2.00432137378264,3.85186960072977,2.00432137378264,3.3023309286844,2.987219229908,4.20414712521285,3.66029616027073,2.00432137378264,3.59835270986928,3.68699356626468,2.67577834167409,2.5705429398819
3.10991586302379,2.90902085421116,3.13956426617585,3.3392526340327,3.19423674872383,2.94001815500766,3.58489634413745,2.00432137378264,3.001733712809,2.61172330800734,4.12375366875584,3.82994669594164,2.34044411484012,3.40483371661994,3.41713940972733,2.2718416065365,3.20057692675485
2.31806333496276,2.41664050733828,2.85793526471943,2.91381385238372,2.71096311899528,3.28757780907871,3.17840134153376,2.00432137378264,3.75610337158511,2.44090908206522,3.22063101944809,3.19589965240923,2.40140054078154,3.35926616460675,3.223236273103,2.83314711191279,2.86213137931304
